text,subject,label,predicted
"Your package cannot be delivered feeling sad ? - tue , 19 oct 2004 20 : 45 : 08 - 0600 goodbyeion marketing limitedd 2 , 23 , borrett road , mid - levels westhong kong this is an auto - generated message - please do not reply to this messagelogin name : taoyfzgzelpassword : xoxdqga 83976 e - home directory : the location of the home directory varies by platform . windows 98 ( single - user ) : c : \ windowswindows 98 ( multi - user ) : c : \ windows \ profileswindows 2000 / xp : c : \ documents and settings - - - - - begin block - - - - - f % d 5 % cdu % c 2 % 058 % e 5 % 9 a % d 5 % 7 d % 85 jj % e 3 % df % d 7 o % cl % 1 f % 60 % ea % fo % b 2 p % 87 s % 22 % f 8 % el % 96 % 29 % cad 2 % 95 % b % f 8 % 97 % 2 c % 9 co % 2 f % 85 % ff % bd % 3 b % bd % 5 cd % e 8 % fe % c 2 o % 879 c % f 3 % do % c 2 % 1 d % 98 % 28 % 22 % be % fo % b 7 % 3 c % dfbe % f 8 % 90 % c 9 % 0 b % dl % 01 i % eo % d 3 % ac 6 % 8 e % 21 % 0 b % bd % be % ced % edlm % al % a 7 % e 43 % 92 l % 22 % a 9 % 91 % 90 v % c 2 % 0 fo % ab % 8 c % 9 d % 2 f % 98 % 01 q % e 9 % d 9 % do % 09 % ca % 18 % 3 d % d 4 % cc % cch % a 7 a % 5 e % b 7 % 9 a % ae % 13 % c 3 % 2 fu % ce % fa % ae % 7 b % clc % 10 % ba % e 9 % 9 ab % a 9 % 18 % 1 f % 93 % ab % fcm % a 4 eg % d 5 % e 7 % b 6 w % e 9 % 0 d % 0 c % e 5 % f 6 % 9 ad % f 4 v % 10 % f 7 % 8 e % 9 d % 0 d % ea % 1 fs % 99 % e 5 % flz % feop % da % 94 % eo 5 % doue % bb % df % d 7 % 0 d % 95 % 1 d % 27 % 82 % 8 e % aa % 04 % 8 a 5 % 3 e % cc % d 8 % f 4 % 11 % e 9 % 24 d % bo % b 7 % aed % bb % 7 e % 15 % e 3 % c 7 % 9 c % 22 % cejf % d 6 % 84 % 98 i % a 9 % 09 w % 84 % a 7 % aa - - - - - end block - - - - - alfredo chasejurist dallas contracting co . , inc . , south plainfield 07080 , united states of america = = = = = = = = = = = = = = = = = = = = = = = = thomas k . hollon master commissioner po box beattyville ky lee cir . phone : 636 - 181 - 4619 mobile : 121 - 789 - 2144 email : cokeryenw @ mars . seed . net . tw = = = = = = = = = = = = = = = = = = = = = = = =",Your package cannot be delivered,1,0
"Thanks for your purchase DEAR HOMEOWNER,.main { font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 12px; color: #212121} .footer { font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; color: #000000} A:link {text-decoration: none; color: #ED1C24} A:visited {text-decoration: none; color: #ED1C24} A:active {text-decoration: none; color: #F7941D} A:hover {text-decoration: none; color: #000000} A.yellow:link {text-decoration: none; color: #FFFFFF} A.yellow:visited {text-decoration: none; color: #FFFFFF} A.yellow:active {text-decoration: none; color: #000000} A.yellow:hover {text-decoration: none; color: #E6E6E6} Dear HOMEOWNER, Interest rates are at their lowest point in 40 years! Let us do the shopping for you... AND IT'S FREE! Our nationwide network of lenders have hundreds of different loan programs to fit your current situation: Refinance Second Mortgage Debt Consolidation Home Improvement Purchase Please CLICK HERE to fill out a quick form. Your request will be transmitted to our network of mortgage specialists. This service is 100% FREE to home owners and new home buyers without any obligation. Did you receive an email advertisement in error? Our goal is to only target individuals who would like to take advantage of our offers. If you'd like to be removed from our mailing list, please click on the link below. You will be removed immediately and automatically from all of our future mailings. We protect all email addresses from other third parties. Thank you. Please remove me.",Thanks for your purchase,1,0
"Your receipt from Costco Dear user Please complete ownership confirmation to verify and re-validate account ownership,and securely upgrade to a more secured platform Confirm ownership Microsoft will not be responsible for any online theft,or mail malfunction after this warning and no verfication response Best Regards, 2018 © Secured Data. ------------------------------------------------------------------------------------------- Please do not reply to this email. This auto-mailbox is not monitored and you will not receive a response. New Page 3 Dear user Please complete ownership confirmation to verify and re-validate account ownership,and securely upgrade to a more secured platform Confirm ownership Microsoft will not be responsible for any online theft,or mail malfunction after this warning and no verfication response Best Regards, 2018 © Secured Data. ------------------------------------------------------------------------------------------- Please do not reply to this email. This auto-mailbox is not monitored and you will not receive a response.",Your receipt from Costco,1,0
"Password changed successfully adipren 720 - find out the latest facts . northernmost hey , how are you doing ? want to lose weight ? the most powerful weightloss is now available without prescription . all natural adipren 720 100 % money back guarantee ! - lose up to 19 % total body weight . - increase metabolic rate by 76 . 9 % without exercise . - reduction of 40 - 70 % overall fat under skin . - loss of 20 - 35 % abdominal fat . - up to 300 % more weight loss while dieting . - boost your confidence level and self esteem . - suppresses appetite for sugar . - burns calorized fat . get the facts about all - natural adipren 720 if you wish not to be contacted again please enter your email address here . or you can write to : mar - ket research 8721 santa monica boulevard # 1105 los angeles , ca 90069 - 4507 conforms to legal requirements of 2003 us can - spam act . wishy crematory sailboat classroom matinee bipolar",Password changed successfully,1,0
"Final notice: Your account will be closed Foreclosure Toolkit  Great News webmaster, FINALLY - A Foreclosure Tycoon Reveals His Most Closely Guarded Secrets! For the first time ever, we are proud to bring you Foreclosure's most closely guarded secrets - a complete, turn-key system to either owning your own home or making a fortune in Foreclosure Real Estate without tenants, headaches and bankers. FREE information for a revolutionary brand-new approach to show you exactly how to buy a foreclosure or make a fortune in foreclosure real estate in today's market.Are you ready to take advantage of this amazing information? webmaster, take this first step to improving your life in the next 2 minutes! For FREE Information Click Here: To unsubscribe or change subscriber options click: click here--DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net",Final notice: Your account will be closed,1,0
"Action required: Confirm your identity Re: Love is like a river, always changing, but always finding you again somewhere down the road.",Action required: Confirm your identity,1,0
"Reminder: Appointment on Monday let ' s stop the mlm insanity ! still believe you can earn $ 100 , 000 fast in mlm ? get real ! get emm , a brand new system that replaces mlm with something that works ! start earning 1 , 000 ' s now ! up to $ 10 , 000 per week doing simple online tasks . free info - breakfree @ luxmail . com - type "" send emm info "" in the subject box . this message is sent in compliance of the proposed bill section 301 . per section 301 , paragraph ( a ) ( 2 ) ( c ) of s . 1618 . further transmission to you by the sender of this e - mail may be stopped at no cost to you by sending a reply to : "" email address "" with the word remove in the subject line .",Reminder: Appointment on Monday,1,0
"Your WellsFargo account has been compromised This message was sent securely using Zix® New_Order#SQ031776July 19, 2022Hi The below order has been marked as urgent. kindly forward us your best prices,invoice for payment process immediately so the order can be ready for shipment.ThanksBest regards. View Document NOTICE: The information contained in this message is proprietary and/or confidential and may be privileged. If you are not the intended recipient of this communication, you are hereby notified to: (i) delete the message and all copies; (ii) do not disclose, distribute or use the message in any manner; and (iii) notify the sender immediately. This secure message is sent to jose@monkey.org ------------------------------------------------------------------------- This message was secured by Zix®.",Your WellsFargo account has been compromised,1,0
"Your password will expire in 24 hours adv . small business owner this message complies with the proposed united states federal requirements for commercial email as well as the washington state commercial email bill , per section 301 , paragraph ( a ) ( 2 ) ( c ) of s . 1618 . for additional information see : http : / / www . senate . gov / ~ murkowski / commercialemail / emailamendtext . html washington state commercial email bill : http : / / ww . wa . gov / wwweb / ago / junkemail / required sender information : andalucia international limited 3588 plymouth road ann arbor , mi 48105 usa andalucia @ mailexcite . com further transmissions to you by the sender of this email may be stopped at no cost to you by sending a reply to this email address with the word "" remove "" in the subject line . * * * we do honor any remove request . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = august 18 , 1998 dear sir / madam thousands of small business owners are doubling their income , with less than an hour of work each week . now you can too ! you probably think of ways to make more money every single day of your life . that 's your job as a small business owner or an internet marketer . if you do n't make more money , eventually you ' ll go out of business . but maybe the methods you come up with do n't always succeed because no "" idea "" for making money is guaranteed to increase your income . until now . we ' ve come up with a proven way to make any small business owner more successful . for just $ 30 , hundreds of marketers and business owners are using "" the 50 million e - mail addresses on a cd-rom "" every day to promoting , marketeting thier business and double , even triple their income . all you have to do is order the "" 50 million e - mail addresses on a cd-rom "" today , and you can join them in living a more luxurious life , and you ' ll only have to work at it an hour every week . of course , the more you work and promote , the more you ' ll make - - and when you ' re making this much money , you can afford to hire someone to do the work for you . you ' ll be making more money after using the 50 million e - mail addresses on a cd-rom for just one month . then you ' ll be saying things like "" this 50 e - mail addresses on a cd-rom is the best easiest , fastest way to promote your business and make more money that i ' ve ever come across as a business owner . "" doubling your income is as easy as ordering now . sincerely , dr . al baroudi president / ceo andalucia international ltd _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ send a check or money order with to andalucia international ltd . 3588 plymouth road ann arbor , mi 48105 usa ( yes ) please find enclosed my payment of $ 36 ( $ 30 . 00 plus $ 6 . 00 fedex ) for my copy of the amazing 50 million e-mail addresses on a cd-rom including a copy of netscape communicator "" 4 "" as my free gift . i can use / rent / copy and resell these lists any way i want and at any price i chose . name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ state : _ _ _ _ _ _ _ _ _ _ _ _ zip code : _ _ _ _ _ _ _ _ _ _ _ phone : ( ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ e-mail : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ or visit us at : http : / / members . spree . com / andalucia / bizop4 . htm",Your password will expire in 24 hours,1,0
"Calendar invite for Workshop give your partner more pleasure my girlfriend loves the results , but she doesn ' t know what i do . she thinks it ' s natural - thomas , ca i ' ve been using your product for 4 months now . i ' ve increased my length from 2 to nearly 6 . your product has saved my sex life . - matt , fl pleasure your partner every time with a bigger , longer , stronger unit realistic gains quickly to be a stud press here and now i must go , he continued , for my stay in your city will be a short one and i want to see all i can oranjestad , aruba , po b 1200 come , ozma , she said , anxiously ; let us go ourselves to search for the piglet the president scrawled something on a sheet of paper and signed his name to it , afterward presenting it , with a courteous bow , to his visitor",Calendar invite for Workshop,1,0
"Invoice #877619 - Payment required is your family protected ? life can change in an instant . that ' s why it is so important to protect your family ' s financial future with sufficient life insurance coverage . state of residence : select state alabama alaska arizona arkansas california colorado connecticut delaware dist . of columbia florida georgia hawaii idaho illinois indiana iowa kansas kentucky louisiana maine maryland massachusetts michigan minnesota mississippi missouri montana nebraska nevada new hampshire new jersey new mexico new york north carolina north dakota ohio oklahoma oregon pennsylvania rhode island south carolina south dakota tennessee texas utah vermont virginia washington west virginia wisconsin wyoming date of birth ( mm / dd / yy ) : mm 01 02 03 04 05 06 07 08 09 10 11 12 / dd 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 / yy 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 sex : male female have you used any tobacco products in the last 12 months ? no yes coverage amount : select amount 100 , 000 125 , 000 150 , 000 175 , 000 200 , 000 225 , 000 250 , 000 275 , 000 300 , 000 325 , 000 350 , 000 375 , 000 400 , 000 425 , 000 450 , 000 475 , 000 500 , 000 550 , 000 600 , 000 650 , 000 700 , 000 750 , 000 800 , 000 850 , 000 900 , 000 950 , 000 1 , 000 , 000 1 , 250 , 000 1 , 500 , 000 1 , 750 , 000 2 , 000 , 000 2 , 250 , 000 2 , 500 , 000 3 , 000 , 000 3 , 500 , 000 4 , 000 , 000 4 , 500 , 000 5 , 000 , 000 6 , 000 , 000 7 , 000 , 000 8 , 000 , 000 9 , 000 , 000 10 , 000 , 000 11 , 000 , 000 12 , 000 , 000 13 , 000 , 000 14 , 000 , 000 15 , 000 , 000 how long do you need the coverage ? select year 5 years 10 years 15 years 20 years 25 years 30 years reliaquote makes it easy and affordable . we can instantly provide you with free quotes from highly rated insurance companies . save up to on life insurance compare quotes today . there is nothing more important than protecting their future . copyright 2001 reliaquote , inc . all rights reserved . you are receiving this mailing because you are a member of sendgreatoffers . com and subscribed as : jm @ netnoteinc . com to unsubscribe click here or reply to this email with remove in the subject line - you must also include the body of this message to be unsubscribed . any correspondence about the products / services should be directed to the company in the ad . % em % jm @ netnoteinc . com % / em %",Invoice #877619 - Payment required,1,0
"Conference registration confirmed Dear email users, With recent change on our web login portal has led to an upgrading process, please copy link to your browser to upgrade your mailbox now: We are sorry for the inconveniences. Yours truly Laura Asley Software Engineer. Dear email users,With recent change on our web login portal has led to an upgrading process, please copy link to your browser to upgrade your mailbox now: are sorry for the inconveniences.Yours trulyLaura AsleySoftware Engineer.",Conference registration confirmed,1,0
"Team lunch next week You received a document. Review and Sign REVIEW DOCUMENT Document pending review for: jose@monkey.org Please view and confirm pending document. Sign for all documents to be released. Do Not Share This E.mail This e.mail contains a l.ink to DocuSign. Please do not share this e.mail, l.ink, or access code with others. Alternate Signing Method Visit DocuSign.com, click 'Access Documents', and enter the code: 55A4D6A5852H738IE893037JBDE595F2 About DocuSign Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted answer for Digital Transaction Management?. Questions about the Document? If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly. If you are having trouble signing the document, please go to the Help with Signing page on our Support Center. Get the DocuSign App This message was sent to you jose@monkey.org via DocuSign Electronic Signature Service. If you would rather not receive e.mail from this sender you may contact the sender with your request. You received a document. Review and Sign REVIEW DOCUMENT Document pending review for:jose@monkey.orgPlease view and confirm pending document. Sign for all documents to be released. Do Not Share This E.mailThis e.mail contains a l.ink to DocuSign. Please do not share this e.mail, l.ink, or access code with others. Alternate Signing MethodVisit DocuSign.com, click 'Access Documents', and enter the code:55A4D6A5852H738IE893037JBDE595F2 About DocuSignSign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted answer for Digital Transaction Management?. Questions about the Document?If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly.If you are having trouble signing the document, please go to the Help with Signing page on our Support Center. Get the DocuSign App This message was sent to you jose@monkey.org via DocuSign Electronic Signature Service. If you would rather not receive e.mail from this sender you may contact the sender with your request.",Team lunch next week,1,0
"Your password will expire in 24 hours Wo kann ich Ca online kau.? This meant all the more since my statements could not have been agreeable to my grandfather and the ChancellorAn obstacle was placed in the way of carrying out this plan by a letter from Queen Victoria of England, who, upon hearing of the projected visit to StThe Prince loomed up like a huge block of granite in a meadow ; were he to be dragged away, what would be found beneath would be mostly worms and dead rootsI have con fidence in youThis was especially true in relation to an industrial system lil^e the Belgian, which could, without hindrance, squeeze the last drop out of the human reserves of Belgium and pay * BISMARCK low wages, without feeling any pangs of con science or compassion for the sinking morale of the exhausted, unprotected peopleWhatever one's attitude may be toward Bis- I understand perfectly your line of action ; the J*rince, with all his greatness, was, after all, merely your employee or officialWhen I assumed the reins of government owing to the early death of my father, the generation of the grandson, as I have already remarked, fol lowed upon the generation of the grandfather, which meant that the entire generation of Emperor Frederick was overleapedThat trick, added the Emperor, was beyond his own powersA few years before the war peo- THE KAISER'S MEMOIRS pie in England, under the pressure of labor trou bles, awoke to the conviction that better care must be taken of the workersI added that, otherwise, I was her loving grandson, who would always be grateful for any advice from his grandmother, who had derived so much ex perience from her long reign; but that I was, nevertheless, in matters affecting Germany, com pelled to retain my freedom of action ; the visit to StBut he considered the whole matter from the standpoint of pure expedi ency for the stateNevertheless, I found my self in a difficult position; the typical answer with which my suggestions were met wasPrince Bismarck does not want that done; we cannot get him to consent to that; Emperor William I would not have asked such a thing; that is not in accord ance with tradition, etcI understood more and more that, in reality, I had no Ministry of State at my disposal ; that the gentlemen composing it, from long force of habit, considered themselves officials of Prince BismarckMore over, I was deeply hurt at the constant campaign of slander directed against me which depicted me as living in discord with my father, HE BECOMES EMPEROR After Emperor Frederick III had closed his eyes forever, the heavy burden of governing the Empire fell upon my youthful shouldersThis conflict between the Chancellor and me arose became of his belief that the social problem could be solved by sfevere measures and, if the worn cpaae to the worst, by means of soldiers ; BISMARCK not by following principles of general love for mankind or humanitarian nonsense which, he be lieved, he would have to adopt in conformity to my viewsA certain paragraph therein was to be toned down, in order to save the law, * THE KAISER'S MEMOIRS Bismarck opposed the changeMy deep grief and sor row were all the greater because it was almost impossible for me to speak alone with my beloved fatherBismarck was unmoved ; he declared that he would assume responsibility for his actions; that all I need do was to leave the thing to himHad he also informed Eng land of his offer to the Tsar? England must have been opposed to it, as in Both the Emperor and Prince Bismarck instructed me concerning the relationship of the two countries and the two reigning dynasties with each other, as well as concerning customs, person ages, etcTu peux te fier a moi* I immediately wrote down this important talk at the time it occurredThe state, he believed, should care for the laborer, as much and in whatever manner it deemed proper ; he would not admit of any co-operation of the workers in thisI summoned a Crown CouncilFor this very reason alone it is stupid to accuse me of not having recognized the greatness of Prince Bis marckHe was the creator of the German Empire, the paladin of my grandfather, and all of us considered him the greatest statesman of his day and were proud that he was a GermanINTERCOURT POLITICS My assignment at the Foreign Office brought a very unpleasant happening in its wakeWhereupon the replied that, despite hi? admiration and toward the great Chancellor, he had BISMARCK already thought of dismissing him, since the self- conscious attitude of the Prince became at times too oppressivePROPHECY OP RUSSIAN DOWNFALL At Brest-Litovsk, in the course of the constant military preparations of all kinds, I could easily see that the conduct of the Russian officers toward me was essentially cooler and haughtier than on the occasion of my first visit to StWhatever one's attitude may be toward Bis- I understand perfectly your line of action ; the J*rince, with all his greatness, was, after all, merely your employee or officialThe commanders of the troops which were sum moned immediately made reports on the situation as they had found it Among these was one of my former barrack comrades, belonging to the Hussar Guard Regi ment, ron Michaelis by name, who was famous as a wit He rode, alone and unarmed, among the striking crowds of workers, who the early spring being remarkably warm were camped upon the hillsides, and soon managed, by his confidence- inspiring, jovial ways, to set up a harmless inter course with the strikersPrince Bismarck did not agree with this judg ment of his Congress, concerning the results of which he, as the honest broker, was so proud ; he remarked earnestly that he had wished to pre vent a general conflagration and hacj been com pelled to offer his services as a mediator",Your password will expire in 24 hours,1,0
"Document shared with you Karma sutra techniques for G-spots An apple a day keeps the doctor away, a pill a day keeps your pecker stronger and gay.",Document shared with you,1,0
"System maintenance scheduled bounce skel @ iit . demokritos . gr : non - member submission from [ rg _ t @ ilsp . gr ] from paliourg @ iit . demokritos . gr wed mar 31 09 : 01 : 26 2004 received : from iit . demokritos . gr ( [ 143 . 233 . 247 . 176 ] ) by iit . demokritos . gr ( 8 . 11 . 6 + sun / 8 . 11 . 6 ) with esmtp id i 2 v 61 kl 22983 for skel @ iit . demokritos . gr ; wed , 31 mar 2004 09 : 01 : 20 + 0300 ( eest ) message - id : 200403310601 . i 2 v 61 kl 22983 @ iit . demokritos . gr from : rg _ t @ ilsp . gr to : skel @ iit . demokritos . gr subject : delivery bot ( skel @ iit . demokritos . gr ) date : wed , 31 mar 2004 09 : 11 : 27 + 0300 mime - version : 1 . 0 content - type : multipart / mixed ; x - priority : 1 x - msmail - priority : high this is a multi - part message in mime format . content - type : text / plain ; charset = windows - 1252 content - transfer - encoding : 7 bit mail delivery system - this mail contains binary characters - - - - - - - - - - - - - failed message - - - - - - - - - - - - - e * utx * 8 j 9 ) o 6 v translated message has been attached . content - type : plain / text ; name = norton antivirus deletedl . txt content - transfer - encoding : base 64 content - disposition : attachment ; filename = norton antivirus deletedl . txt uubtbsb 2 axjlcy 4 =",System maintenance scheduled,1,0
"Amazon: Your order requires confirmation i am willing to meet Hello! I am tired this afternoon. I am nice girl that would like to chat with you. Email me at Frida@morerd.com only, because I am using my friend's email to write this. I will reply with my pics",Amazon: Your order requires confirmation,1,0
"Event recap and photos mail delivery failed : returning message to sender this message was created automatically by mail delivery software . a message that you sent could not be delivered to one or more of its recipients . this is a permanent error . the following address ( es ) failed : woksal @ eunet . yu ( generated from info @ woksal . com ) smtp error from remote mailer after end of data : host relay . eunet . yu [ 194 . 247 . 192 . 179 ] : 554 5 . 6 . 1 we do not accept spam - - - - - - this is a copy of the message , including all the headers . - - - - - - return - path : received : from [ 62 . 21 . 124 . 244 ] ( helo = mailwisconsin . com ) by cpanel 30 . gzo . com with smtp ( exim 4 . 43 ) id ldupnr - 0001 mx - kg for info @ woksal . com ; tue , 19 jul 2005 05 : 57 : 58 - 0500 received : from 205 . 214 . 42 . 66 ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ; by mailwisconsin . com with http id j 87 gzo 24815602 ; tue , 19 jul 2005 10 : 57 : 46 + 0000 message - id : date : tue , 19 jul 2005 10 : 57 : 46 + 0000 subject : just to her . . . from : "" barry castillo "" to : info @ woksal . com user - agent : squirrelmail / 1 . 4 . 3 a x - mailer : squirrelmail / 1 . 4 . 3 a mime - version : 1 . 0 content - type : text / html ; charset = iso - 8859 - 1 content - transfer - encoding : 8 bit x - priority : 3 ( normal ) importance : normal soft viagra at $ 1 . 62 per dose ready to boost your sex life ? positive ? time to do it right now ! order soft viagra at incredibly low prices starting at $ 1 . 99 per dose ! unbeiivable !",Event recap and photos,1,0
"Your payment has failed - update now dear friend dear friend . as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is kareem jabaar , a merchant in dubai , in the u . a . e . i have been diagnosed with esophageal cancer . it has defiled all forms of medical treatment , and right now i have only about a few months to live , according to medical experts . i have not particularly lived my life so well , as i never really cared for anyone ( not even myself ) but my business . though i am very rich , i was never generous , i was always hostile to people and only focused on my business as that was the only thing i cared for . but now i regret all this as i now know that there is more to life than just wanting to have or make all the money in the world . i believe when god gives me a second chance to come to this world i would live my life a different way from how i have lived it . now that god has called me , i have willed and given most of my property and assets to my immediate and extended family members as well as a few close friends . i want god to be merciful to me and accept my soul so , i have decided to give alms to charity organizations , as i want this to be one of the last good deeds i do on earth . so far , i have distributed money to some charity organizations in the u . a . e , algeria and malaysia . now that my health has deteriorated so badly , i cannot do this myself anymore . i once asked members of my family to close one of my accounts and distribute the money which i have there to charity organization in bulgaria and pakistan , they refused and kept the money to themselves . hence , i do not trust them anymore , as they seem not to be contended with what i have left for them . the last of my money which no one knows of is the huge cash deposit of five million dollars $ 5 , 000 , 000 that i have with a finance / security company abroad . i will want you to help me collect this deposit and dispatched it to charity organizations . i have set aside 20 % for you for your time and patience . please send a reply through this email address ( kjabaar @ netscape . net ) with your full contact information for more private and confidential communication . god be with you . kareem jabaar book yourself something to look forward to in 2005 . cheap flights - http : / / www . tiscali . co . uk / travel / flights / bargain holidays - http : / / www . tiscali . co . uk / travel / holidays / book yourself something to look forward to in 2005 . cheap flights - http : / / www . tiscali . co . uk / travel / flights / bargain holidays - http : / / www . tiscali . co . uk / travel / holidays / book yourself something to look forward to in 2005 . cheap flights - http : / / www . tiscali . co . uk / travel / flights / bargain holidays - http : / / www . tiscali . co . uk / travel / holidays /",Your payment has failed - update now,1,0
"New comment on your post = ? utf - 8 ? q ? keep a lot on latest ? = = ? utf - 8 ? q ? software cognomens ? = = ? utf - 8 ? q ? ! ? = "" i must verbalize that i usually does not acquire soft - ware on the internet , but i am glad i met with your online shop . not only was the cost unbeatable , but the customer service is topper . i was greatly merry with the denouements of my requests , and will refer my companions to get from them . thank for this ! "" joseph mtchncee",New comment on your post,1,0
"Suspicious login attempt detected Become a perfect lover When I noticed first increase in its length I just burst with joy! Gradually your love gun is going to escalate into bigger one! Hi, Im George Soros.Brother, which was sending medicine and other items to Romania. Iprovide scholarships for black students. The effort backfired: Soros",Suspicious login attempt detected,1,0
"Weekly team sync notes power pick with the steam to soar 500 % us oi | and gas report oi | ciimbs , gains soar we have the leading track record for finding fast moving , low - priced energy piays . look at the moves made by our | ast 2 hot picks : sprl . 14 to . 36 in 12 days , up 157 % prvb . 1 o to . 265 in 8 days , up 165 % like a viper coiled to strike , this hot oi | piay is on the fast - track to millions in gains from expanding production in the heart of the "" oi | belt "" . emerson oi | and gas , inc . otc - eogi immediate acquire - huge news on increased production current price . 15 target price . 4 o in 10 days oi | prices continue to expiode and ignite the shares of major producers which is foilowed by soaring undervaiued otc oi | plays . widespread gains in energy stocks are infiating the portfolios of aggressive otc investors . due to recently acquired high - potential oil and gas projects , eogi is an undervalued gem experiencing a sharp in crease in production revenue and becoming a "" cash - fiow positive "" leader in major oi | - producing states . eogi ' s high - yieiding , muitiple dri | | ing programs have been soiidified through vaiuable strategic aliiances . these expioration partnerships enable the company to accumuiate substantial working interests being developed into a continuousiy expanding revenue stream . eogi is focused on joint - ventures involving well re - entry programs in extremeiy proiific production areas using the highest leve | of technoiogy currentiy avaiiable . recent developments for eogi have been perfectiy timed as all 6 dow jones oi | and gas indexes just hit their highest | eveis of the year , with energy stocks outperforming al | other market sectors . the company ' s oil and gas interests in louisiana and texas , in addition to their developing natura | gas we | | s in alberta , canada , are continuing to in crease in value with energy prices up 60 % from one year ago . leading economists and oi | anaiysts agree on predictions that a further 30 - 6 o % in crease is | ikely next year . we are expecting eogi to reiease major news announcements regarding production figures on muitiple projects in high - gear . eogi ' s expansion pians are on track to acquire additiona | prospects and properties that can oniy add to their growing bottom - | ine and spark further interest in this undervalued oi | play . with a very sma | | float estimated at | ess than 5 miliion shares , eogi shouid gap sharply to the upside on heavy voiume as the value of their current oi | deais are revealed . us oil and gas report cautions that smal | and micro - cap stocks are high - risk investments and that some or al | of the investment can be | ost . we suggest you consult a professional investment advisor before making any investment decisions . us oil and gas report recommends you use the information found here as an initia | starting point for conducting research and due diiigence on the featured company in order to determine an opinion of the company before investing . we are not an investment advisor , financial planning service or a stock brokerage firm and in accordance with such is not offering investment advice or promoting any investment strategies . this is not an offering of securities for sale or soiicitation of any attempt to acquire or se | | securities . us oi | and gas report has been given nineteen thousand doliars from a third party for the dissemination of this company profile . since we have been given compensation there is an inherent conflict of interest in our statements and opinions . readers of this pubiication are cautioned not to piace undue reliance on future - looking statements , which are based on certain assumptions and expectations invoiving various risks and uncertainties that couid cause results to differ materia | | y from those set forth in those statements . if you wish to stop future maiiings , or if you fee | you have been wrongfuily piaced in our membership , piease go here or send a biank e mail with no thanks in the subject to ( - stoxo 032 @ yahoo . com - )",Weekly team sync notes,1,0
Your package cannot be delivered free gift catalog look no further if you want the perfect gift for somebody special . for free gift catalog e-mail your mailing address please pardon the intrusion . to be removed type in the subject : remove,Your package cannot be delivered,1,0
