word_count,sentence_count,avg_word_length,noun_count,verb_count,adj_count,adv_count,entity_count,person_count,org_count,location_count,sentiment_polarity,sentiment_subjectivity,unique_words,lexical_diversity,label,text
341,21,4.140762463343108,56,44,19,15,11,4,0,0,0.1608974358974359,0.6294871794871795,190,0.5571847507331378,0,You have 916222 unread messages Re: Time to make multi.uribl.org optional rather than default? On We
674,33,4.906528189910979,162,74,42,25,80,7,49,3,0.2610444827281562,0.46245472214859973,329,0.48813056379821956,0,"Microsoft: Security code for verification This Week: Tip contest, SAP-Oracle lawsuit This Week Febru"
420,40,3.7976190476190474,67,32,3,6,59,25,2,3,-0.01770833333333334,0.5354166666666667,169,0.4023809523809524,0,Amazon: Your order requires confirmation re : visit to houston and vince kaminski ' s research group
103,17,6.097087378640777,20,11,6,2,13,0,4,0,-0.06736111111111111,0.33055555555555555,69,0.6699029126213593,0,You won $25000! FW: Delivery Status Notification (Failure) So you have written a programme that bloc
478,39,5.635983263598327,102,37,20,2,105,42,49,3,0.44184027777777773,0.5555555555555555,288,0.602510460251046,0,Office closed for holiday Bitte beachten Sie die Angebote unserer Werbepartner. Diese ermÃ¶glichen d
125,11,3.528,30,12,10,2,21,1,0,2,0.02,0.205,73,0.584,0,Thank you for your feedback epe lending / cali short for 8 / 29 in the southwest . . . . epe lending
105,8,4.857142857142857,20,11,3,2,16,0,4,4,0.03749999999999999,0.1625,73,0.6952380952380952,1,Meeting scheduled for Thursday CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Alert Name: M
130,10,4.515384615384615,19,18,9,5,8,3,3,0,0.05976190476190477,0.6067460317460317,88,0.676923076923077,0,Monthly statement available Re: [Python-Dev] Warn about mktemp once again? Greg Ewing wrote: > iybz@
37,4,5.351351351351352,14,4,4,0,6,1,0,3,0.012500000000000039,0.41666666666666663,31,0.8378378378378378,0,"System maintenance scheduled california power rick & ted , one more thing to watch . california powe"
44,4,5.4772727272727275,10,3,8,1,1,0,1,0,0.3239393939393939,0.500909090909091,39,0.8863636363636364,1,New features available Quality medications should be affordable for all. Make a secure order with Ca
62,4,5.306451612903226,15,7,3,3,6,1,0,0,0.16666666666666666,0.7333333333333334,42,0.6774193548387096,1,Apple ID: Verify your account Incoming Server Error monkey.org Your mail server encountered an error
6,1,14.833333333333334,2,1,0,0,1,0,0,0,0.0,0.0,6,1.0,1,Meeting scheduled for Thursday ProductsAllProductsSafeSecure ThankYouYourHealthForOurCustomers
94,4,3.2127659574468086,28,0,8,1,9,5,3,0,0.6,0.8,80,0.851063829787234,1,Microsoft: Security code for verification from Nicole Woody P kmr har hrs ma jx cy On fpv line : Low
512,17,5.560546875,170,37,59,5,48,21,7,4,0.08460380199510632,0.35000611707133444,281,0.548828125,0,Confirm your shipping address [UAI] [COMSOC-2006] 3rd Call for Papers ******************************
218,14,4.830275229357798,66,22,30,5,11,0,0,0,0.09077540106951873,0.5205899492664199,136,0.6238532110091743,1,Your order has been shipped massive savings with no doctors visits discount drugs . . . save 80 % ev
201,17,4.213930348258707,47,23,3,4,29,8,3,3,-0.006666666666666659,0.26,126,0.6268656716417911,0,"Your inquiry about features re : cody texas , l . p . , meter 5333 daren , deal # 320162 has been cr"
87,8,3.8735632183908044,14,7,6,0,4,2,0,0,0.07777777777777778,0.65,64,0.735632183908046,0,"Security alert: Unusual activity detected Re: [FoRK] Politico Quandry On Oct 30, 2007, at 3:31 PM, T"
14,4,6.357142857142857,4,3,1,0,2,0,1,0,0.49698153409090906,0.6136363636363636,14,1.0,1,Delivery scheduled for Friday ;) Look video Interesting!!! #SEJaVrChristina Aguilera New dvd. #MRmWn
90,5,4.633333333333334,14,11,6,10,3,1,1,0,0.22333333333333338,0.44000000000000006,69,0.7666666666666667,0,Quarterly report attached I just wanted to say thank you I am so very impressed by your TripTracker 
276,18,4.942028985507246,54,29,12,7,28,5,12,0,0.11427609427609425,0.5284511784511784,177,0.6413043478260869,0,PayPal: Unusual activity on your account From rssfeeds@jmason.org Tue Sep 24 10:47:25 2002 Return-Pa
79,7,4.69620253164557,16,11,0,2,7,2,5,0,0.5,0.5,52,0.6582278481012658,1,"Apple ID: Verify your account Dear Customer, Our records show that you've received a popmoney transf"
223,13,5.304932735426009,36,18,28,1,21,5,2,0,0.16376175548589342,0.3875130616509927,157,0.7040358744394619,0,Your WellsFargo account has been compromised Professorial Lecture - Gaven Martin - 3 April Hi Everyo
112,7,5.401785714285714,22,10,4,1,15,7,3,0,-0.0008503401360544187,0.47562358276643996,85,0.7589285714285714,0,Invitation to connect on LinkedIn FW: Semester 2 Textbook Orders.... Sorry sending this again..not s
12,1,4.083333333333333,3,3,1,3,0,0,0,0,0.14285714285714285,0.3392857142857143,11,0.9166666666666666,1,Act now: Limited time offer we cure people visit us right now!
15,2,6.466666666666667,6,3,1,1,0,0,0,0,0.2,0.6,15,1.0,1,"Your subscription is expiring today Goodiest giovanne solution approved, medication fast delivery ch"
21,3,6.714285714285714,6,2,1,1,3,1,0,0,-0.5,0.7,21,1.0,1,Click here to verify your information mp3 Gallery for 44c88c930eede423157111e4ddbf8a4f xmJxNEl Keira
75,7,6.653333333333333,16,10,2,5,7,0,3,0,0.52,0.63,54,0.72,0,"Q&A session tomorrow [PownceAPI] Pownce for Drupal5 released, 6 updated Per Request I have released "
37,3,4.945945945945946,9,3,3,0,7,0,2,0,0.22499999999999998,0.22499999999999998,33,0.8918918918918919,0,Event recap and photos URL: Date: Not suppliedThe French and the iPod aren't getting along -- the iP
52,5,4.846153846153846,7,4,5,1,8,1,4,1,0.4279220779220779,0.3935064935064935,43,0.8269230769230769,1,"Your package cannot be delivered Best Weight Loss Good afternoon, old chap. Loss Weight Without Feel"
207,11,4.120772946859903,36,37,8,10,11,3,7,0,-0.06474358974358975,0.6049145299145299,123,0.5942028985507246,0,Invitation to connect on LinkedIn Re: [perl #47181] Try OO semantics before throwing fatal error Quo
120,8,4.5,12,13,7,4,12,2,5,1,-0.07546296296296297,0.4307098765432099,88,0.7333333333333333,0,Amazon: Your order requires confirmation > US listers will recognise Damian Lewis as Lieutenant/Capt
41,4,5.975609756097561,11,6,10,2,1,0,1,0,-0.8749999999999998,0.6666666666666666,39,0.9512195121951219,1,Your package cannot be delivered Do not limit itself in your desires Find the lowest prices for onli
63,4,4.476190476190476,11,7,7,6,4,1,0,0,0.2298160173160173,0.5783549783549783,48,0.7619047619047619,1,Thank you for your feedback Proven Effective for 72 Hours. Amazing growth within just a few short we
80,5,5.225,22,10,8,4,7,1,1,0,0.10285714285714286,0.729591836734694,68,0.85,1,Your package cannot be delivered The top rated penis enlarger Proven Results. 100% Guaranteed. Size 
29,2,5.241379310344827,6,6,0,3,2,1,0,0,0.25,0.4,26,0.896551724137931,1,Reminder: Appointment on Thursday Fw: Visit our site to gain pharmas that you require immediately st
282,6,3.921985815602837,60,14,5,2,82,10,28,2,0.15751262626262624,0.5827020202020201,177,0.6276595744680851,1,Invitation to connect on LinkedIn Please take time to look at our newly designed website : www.micro
42,6,4.4523809523809526,13,4,1,2,2,0,2,0,0.2,0.2,36,0.8571428571428571,0,Amazon: Your order requires confirmation swadesh list does anyone have a copy of the swadesh word li
197,16,3.979695431472081,29,25,3,10,16,4,7,1,0.07142857142857142,0.5380952380952382,130,0.6598984771573604,0,"Thanks for your purchase Re: [opensuse] Novell client install, now K-Menu does not work On Thu, 2008"
53,10,5.735849056603773,13,5,1,2,6,1,5,0,-0.3333333333333333,1.0,47,0.8867924528301887,0,Suspicious login attempt detected Re: [python-win32] Overlay Icon Question... Roger Upole wrote: > c
202,11,3.391089108910891,33,21,17,6,12,5,6,0,0.21196969696969697,0.7637878787878788,145,0.7178217821782178,1,Team lunch next week To reach faultlessness it is possible with us ej cry fxxvd If you are not satis
97,5,5.092783505154639,21,13,1,2,12,1,6,0,0.025,0.17500000000000002,70,0.7216494845360825,0,Action required: Confirm your identity View the eBrochure and Save Big on TechMentor and VSLive Orla
145,10,4.158620689655172,27,17,8,5,7,1,3,0,-0.225,0.5262820512820512,98,0.6758620689655173,0,URGENT: Your account will be suspended Re: [WRONG PLACE TO ASK THIS] WHM/Cpanel: Where are the Serve
20,3,4.25,5,2,1,2,2,0,0,0,-0.7,0.9,19,0.95,1,"Calendar invite for ReviewMeeting re [ 1 ] over there yes , of course . i want a carswhat a painful "
16,1,5.875,5,3,2,0,1,0,1,0,0.2,0.6,16,1.0,1,Amazon: Your order requires confirmation Coming fast and furious Women with menopause endorses produ
24,1,4.791666666666667,9,3,3,0,3,0,1,0,0.375,0.525,24,1.0,1,"Monthly statement available Karma sutra techniques for G-spots Keep dreaming of your dream girl, or "
22,3,5.181818181818182,9,3,1,1,2,0,1,0,1.0,0.44999999999999996,20,0.9090909090909091,1,Your Citibank account has been compromised Health problems best solution. k0 Find your love stick ga
155,12,3.7548387096774194,32,20,12,7,7,1,3,1,0.4046044864226683,0.5958677685950414,128,0.8258064516129032,1,Your WellsFargo account has been compromised Our target is your happy life kqr ol fuhf You get aston
385,18,5.020779220779221,101,38,9,10,39,11,7,2,0.010740740740740749,0.40291666666666653,213,0.5532467532467532,0,"Your subscription has been renewed AW: prefork: child states: BBBBBBB Hi Agnello, as Johann stated a"
46,2,4.239130434782608,12,4,1,0,8,0,1,0,0.25,0.3333333333333333,32,0.6956521739130435,0,"Amazon: Your order requires confirmation nomination for purchase and sale as we discusssed , we nomi"
68,9,5.455882352941177,13,6,10,2,15,3,1,0,0.03333333333333333,0.3125,55,0.8088235294117647,0,"Click here to verify your information Re: [Python-Dev] [Python-3000] No releases tonight 2008/3/1, C"
303,18,4.013201320132013,48,54,13,13,12,3,6,0,0.25484126984126987,0.3686507936507937,175,0.5775577557755776,0,"Newsletter for November Re: Configuration query On Mon, Feb 11, 2008 at 09:21:10PM +0000, bill purvi"
418,5,4.913875598086125,95,59,5,2,60,2,24,0,0.09375,0.54375,158,0.37799043062200954,0,"Urgent: Update your payment method Re: Code freeze ""Craig A. Berry"" wrote on 10/22/2007 07:11:53 PM:"
10,1,6.7,3,2,2,0,1,0,0,0,1.0,0.3,10,1.0,1,Your inquiry about pricing Students exchange programms YouTube best trailers
67,7,3.925373134328358,9,9,5,0,6,1,0,0,0.07500000000000001,0.3416666666666667,52,0.7761194029850746,0,"You have 356272 unread messages meeting on feb 8 , 2001 dear sir , i would like to apologize for the"
47,8,4.23404255319149,15,2,5,2,3,1,0,0,0.28106060606060607,0.3590909090909091,36,0.7659574468085106,0,New features available There are so many good musician jokes.A couple of my favorites:Q. What's the 
40,3,6.325,9,5,0,0,4,0,0,0,1.0,0.75,35,0.875,1,Thank you for your feedback 8800JWXS6-165kYbB8203GssW1-200otHp6418l36SPRING BLOW OUT SALE GREAT SEX 
78,6,4.615384615384615,21,11,2,2,5,0,1,0,0.03333333333333333,0.26666666666666666,64,0.8205128205128205,0,"Invoice #507236 - Payment required Hi, Can anyone offer me any advice on using an MRi dual port PCI "
69,5,4.27536231884058,13,8,5,2,8,1,1,0,0.33999999999999997,0.5050000000000001,60,0.8695652173913043,1,IRS: You have a tax refund pending You will make her 5 times a night Dear 4211b314911d736b76d7cdb0ca
24,1,4.375,8,3,1,0,3,0,0,1,0.23611111111111108,0.6027777777777777,23,0.9583333333333334,1,System maintenance scheduled Answers to your love relationship See a schlub like me get lucky in Las
41,4,5.219512195121951,12,7,7,1,3,0,0,0,0.3416666666666666,0.3,37,0.9024390243902439,1,Monthly statement available Money back guarantee to ensure results! Let me describe you how to quit 
34,4,3.235294117647059,8,3,1,0,1,0,0,0,0.6,0.65,34,1.0,1,Security alert: Unusual activity detected From Ivy Locke B fa uy The Best M qbt ed ak i lo c cu ine 
35,4,6.9714285714285715,13,4,6,3,2,0,2,0,0.19999999999999998,0.7000000000000001,32,0.9142857142857143,1,Microsoft: Security code for verification Closed men's power Only for your lover. The trusted online
271,27,4.476014760147602,58,28,12,4,11,4,2,0,0.21888888888888888,0.6194444444444444,144,0.5313653136531366,0,Your password will expire in 24 hours [python-win32] GetFileVersionInfo blocks main thread Kyle Rick
212,15,4.6415094339622645,45,22,11,12,14,2,3,1,0.08833333333333333,0.41833333333333333,136,0.6415094339622641,0,Netflix: Update your billing information Re: [Python-3000] [Python-Dev] 2.6 and 3.0 project manageme
166,18,4.186746987951807,31,25,6,4,7,2,2,0,0.15555555555555556,0.45370370370370366,108,0.6506024096385542,0,Your receipt from HomeDepot > > I am getting some strange messages from EXMH 2.5. > Since I just fin
49,5,6.0,15,9,1,2,4,1,2,1,0.43333333333333335,0.7333333333333334,40,0.8163265306122449,0,"Welcome to Microsoft [Python-3000] Hiding _abcoll from introspection (e.g. help() and cie.) Hi, Sinc"
34,3,5.0,6,4,4,1,3,1,0,1,-0.14166666666666666,0.3666666666666667,28,0.8235294117647058,1,Your refund is ready to be claimed 0ver 3OO $tyles of Replica //atches Replica Classics startling re
87,7,4.850574712643678,31,5,9,0,9,1,0,0,0.321031746031746,0.5908730158730159,66,0.7586206896551724,1,Congratulations! You have been selected mid summer flag special : free shipping armstrong flag compa
24,1,5.375,8,4,2,0,2,0,1,0,0.7875,0.7000000000000001,24,1.0,1,Project update for Mercury Five star quality rep1!c@ted items You will leave a good memory of yourse
38,2,4.026315789473684,8,6,1,4,2,1,0,0,0.29523809523809524,0.42023809523809524,37,0.9736842105263158,0,Action required: Confirm your identity Yo do you know anyone &lt;#&gt; or otherwise able to buy liqu
21,1,4.9523809523809526,6,2,1,1,1,0,0,0,0.0,0.3,19,0.9047619047619048,1,Meeting scheduled for Wednesday Helping Men with low sex drives Your girlfriend will stay by your si
60,4,4.366666666666666,12,6,4,5,2,0,1,0,0.3558750773036488,0.5057513914656772,47,0.7833333333333333,1,"Welcome to Netflix How To Enlarge Penis Size Just 2 pills a day, for incredible and quick gains in l"
637,28,4.337519623233909,111,92,33,19,67,22,9,16,0.14436951936951936,0.36534854034854025,302,0.4740973312401884,0,"Weekly team sync notes Blown away To view this email as a web page, go to the link below, or copy an"
48,14,4.166666666666667,20,7,4,1,4,1,0,0,0.35833333333333334,0.7000000000000001,36,0.75,1,Quarterly report attached meet ppl in your area ! 100 % free adult personals you need to get laid ! 
1097,61,4.083865086599817,201,127,32,69,64,23,4,11,0.0929933084344849,0.3655150949268596,332,0.30264357338195075,0,Your subscription has been renewed re : transition to research group - an update - anshuman shrivast
277,25,3.3610108303249095,37,23,7,3,21,8,3,0,0.3095588235294118,0.7666666666666666,116,0.4187725631768953,0,"Invitation to connect on LinkedIn Re: [Python-Dev] Commit access request On Thu, Mar 27, 2008 at 2:2"
199,17,4.472361809045226,34,19,27,16,11,0,2,0,0.07937788018433178,0.4826036866359448,140,0.7035175879396985,0,"Your subscription is expiring today On Mon, 9 Sep 2002, Lucas Gonze wrote:> a linearly greater numbe"
15,2,4.4,4,2,3,1,0,0,0,0,0.16666666666666666,0.4000000000000001,14,0.9333333333333333,1,Claim your prize now keep your memories alive with a free canon digital camera ! >
100,8,4.53,26,13,2,8,10,1,3,1,0.03333333333333334,0.35624999999999996,71,0.71,0,"Q&A session tomorrow Re: rsync service and perl5-changes list out-of-date On Fri, Nov 09, 2007 at 01"
77,6,4.012987012987013,18,12,1,6,1,0,0,0,0.014285714285714282,0.6357142857142856,59,0.7662337662337663,1,Your payment has failed - update now hello from ann Hi My name is ann. I found your email on that da
52,3,5.961538461538462,27,5,4,1,0,0,0,0,0.1375,0.8,46,0.8846153846153846,1,Invoice #934283 - Payment required Shop for Man's health Find health information on a variety of hea
307,24,5.003257328990228,101,24,27,3,31,2,4,5,0.08797619047619049,0.37214285714285716,176,0.5732899022801303,0,Your Amazon account has been locked salt 9 call for papers salt 9 - call for papers semantics and li
166,6,4.72289156626506,44,19,17,4,6,1,3,0,0.33780303030303027,0.6283333333333334,97,0.5843373493975904,0,"Urgent: Update your payment method CEAS spam challenge data collection site Hello all, As you may kn"
71,12,5.563380281690141,14,12,3,3,3,0,3,0,0.25,0.55,45,0.6338028169014085,1,Microsoft: Security code for verification Update Your Billing Information. -------------------------
129,60,5.046511627906977,23,8,3,1,10,1,3,0,0.07348484848484847,0.8121212121212121,72,0.5581395348837209,0,IRS: You have a tax refund pending Re: [Python-Dev] [OT] Wingware IDE key for sprinters at PyCon All
14,2,4.357142857142857,3,5,1,0,3,1,0,0,0.0,0.125,14,1.0,0,Your subscription is expiring today Dunno he jus say go lido. Same time 930.
100,10,4.74,19,10,3,3,14,2,4,3,0.34659090909090906,0.3511363636363637,68,0.68,1,New comment on your post CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Alert Name: My Cust
35,2,4.542857142857143,8,3,5,0,5,0,1,0,0.20729166666666665,0.44166666666666665,32,0.9142857142857143,1,"Monthly statement available Real Enlargement Be the stud in 2008, and achieve all your dreams of sup"
65,2,7.184615384615385,28,4,8,1,3,1,1,1,0.0,0.5,65,1.0,1,Confirm your shipping address ?ed gillette agleam winchester algenib patton hereditary introit ezra 
17,2,3.823529411764706,4,3,0,1,2,0,1,0,0.0,0.0,17,1.0,0,Your subscription has been renewed Aiya we discuss later lar... Pick Ì_ up at 4 is it?
386,31,3.7461139896373057,78,49,15,14,17,4,3,0,0.0675,0.5845833333333333,138,0.35751295336787564,0,Confirm your shipping address Re: [opensuse] Localhost:631 is Not Found Carlos E. R. wrote: > -----B
524,31,2.7404580152671754,206,85,8,1,53,6,12,5,0.21617647058823525,0.43921568627450974,174,0.3320610687022901,1,Conference registration confirmed CNN.com Daily Top 10 >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=
41,5,4.853658536585366,8,7,2,0,5,2,2,1,0.3833333333333333,0.7833333333333333,31,0.7560975609756098,1,"Congratulations! You have been selected If you want a decent watch, get a replica approach. ... Jaeg"
4748,218,4.7630581297388375,1159,528,411,212,172,28,10,9,0.09052333177333181,0.41960828360828356,1212,0.2552653748946925,0,"Thank you for your feedback sampson : educating eve g . sampson , ( 1997 ) educating eve : the langu"
874,59,4.493135011441647,255,89,64,17,47,1,8,4,0.08789424860853434,0.47331098960563256,342,0.391304347826087,0,Suspicious login attempt detected last cfp : acm sac ' 99 - track on coordination * * * final call f
40,5,4.875,8,7,4,2,3,1,0,2,0.7014285714285714,0.7089285714285714,32,0.8,1,Your Netflix account has been locked Looking for a perfect gift ? Get a Rolex. Therefore it is very 
90,12,4.5,23,6,3,0,11,0,2,0,-0.022222222222222227,0.5027777777777778,69,0.7666666666666667,0,"Your report is ready Re: Blead with my fav modules ... On 23/10/2007, H.Merijn Brand wrote: > Linux "
48,2,7.375,19,12,6,5,1,0,0,0,-0.2825757575757576,0.371969696969697,48,1.0,1,Survey: Help us improve 65 % off for all new software . pyrrhic taxonomy endgame biomedicine protest
697,48,3.428981348637016,96,64,20,20,13,1,1,4,0.16853741496598643,0.5428231292517006,178,0.25538020086083213,0,"Urgent: Update your payment method Re: Hello - script question // Hello, Did you get my last e-mail?"
24,1,4.333333333333333,4,3,1,1,2,0,0,0,-0.23777777777777773,0.5644444444444444,24,1.0,0,"Your package cannot be delivered Sorry I flaked last night, shit's seriously goin down with my roomm"
35,1,5.057142857142857,8,4,4,1,7,2,0,2,0.2777777777777778,0.15555555555555556,29,0.8285714285714286,1,Your Netflix account has been locked Dreams can cost less Replica watches from Rolex here Solid 14k 
61,6,4.524590163934426,11,9,6,5,5,1,0,0,0.25,0.5166666666666667,50,0.819672131147541,1,You have 763594 unread messages The bigger tool If you are trying to find trustworthy chemists. You 
10,1,5.6,2,2,1,0,1,0,1,0,0.175,0.95,10,1.0,0,Calendar invite for TrainingSession Should i send you naughty pix? :)
446,23,3.81390134529148,85,52,15,39,18,3,7,0,0.06923076923076923,0.6125,188,0.42152466367713004,0,Your password will expire in 24 hours Re: [opensuse] Have a separate resolv.conf per interface On Th
134,4,5.082089552238806,36,11,10,4,23,0,3,0,0.03928571428571428,0.2607142857142857,98,0.7313432835820896,0,"Your payment has failed - update now Translation Soft 6 by Systran 156, Pc or mac at 81%`discount qu"
409,22,5.02200488997555,88,65,29,17,24,2,8,2,0.2548448773448774,0.5098665223665224,234,0.5721271393643031,1,Act now: Limited time offer Selling Travel in Today's EconomyGood morning! Â Since it may have been 
267,17,4.651685393258427,57,31,18,13,12,2,2,0,0.13557575757575757,0.49559207459207466,158,0.5917602996254682,0,Job application received Re: [opensuse] openSuSe 10.3 hangs after kernel update -----BEGIN PGP SIGNE
157,5,5.178343949044586,31,11,12,2,18,3,6,3,-0.12592592592592589,0.3481481481481482,113,0.7197452229299363,0,Verify your account immediately [UAI] 2nd CFP: Artificial Societies for Ambient Intelligence (Please
557,28,4.673249551166966,88,55,41,37,61,6,11,22,0.1781881313131313,0.4536210317460318,321,0.5763016157989228,0,Job application received think that this and other articles confuse Socialism with Bureaucracy. Libe
1219,157,5.598851517637407,355,92,77,11,151,52,26,22,0.07078943069509108,0.3559932206158621,654,0.5365053322395406,0,Conference registration confirmed minority languages in context * * * * * * * * * * * * * * * * * * 
76,6,5.2894736842105265,18,13,3,2,7,1,2,0,0.09999999999999999,0.5750000000000001,54,0.7105263157894737,1,"Your order #809093 has been cancelled Email account monkey.org Server Congestion Dear jose, monkey.o"
14,2,4.142857142857143,3,4,0,2,0,0,0,0,0.0,1.0,14,1.0,0,Confirm your shipping address Am also doing in cbe only. But have to pay.
96,5,4.625,19,11,9,9,10,1,0,2,0.3925925925925926,0.6925925925925925,81,0.84375,1,You won $500! Guaranteed Erection Fast Read hundreds of testimonials from satisfied men and their gi
284,23,5.098591549295775,87,32,14,10,13,3,4,0,0.15808823529411764,0.6337418300653594,183,0.6443661971830986,0,"Apple ID: Verify your account Re: [Python-Dev] Proposed unittest changes On Thu, Apr 17, 2008 at 7:5"
239,18,3.937238493723849,28,28,10,9,12,4,1,0,0.08214285714285714,0.629563492063492,119,0.497907949790795,0,Your subscription has been renewed Re: [opensuse] look inside a initrd? On Friday 22 February 2008 2
571,29,5.583187390542907,131,76,62,8,53,15,24,5,0.29456485587583153,0.5969031781226901,268,0.46935201401050786,0,Claim your prize now Acapela Group Newsletter - 04/2008 Home Demos Application Fields Products & Ser
406,30,4.261083743842365,78,42,15,19,31,7,3,0,0.02976190476190475,0.44494047619047616,219,0.5394088669950738,0,Invoice #666937 - Payment required Re: [opensuse] Re: [opensuse-kde] Konqueror now crashing under KD
21,1,5.285714285714286,4,3,0,1,2,1,1,0,1.0,1.0,19,0.9047619047619048,1,Password changed successfully Perfect RX Reductions Perfect Narcotic Options your boss told you a bo
42,3,4.023809523809524,9,8,3,1,5,0,0,0,0.21875,0.44999999999999996,37,0.8809523809523809,1,"Meeting scheduled for Monday 100% Safe To Take, With NO Side Effects. Try it today - you have nothin"
27,1,4.888888888888889,10,1,4,1,2,0,0,0,0.1875,0.6,26,0.9629629629629629,1,Reminder: Appointment on Monday Top-of-the-line accessories at low prices Become an owner of stylish
65,6,4.6,14,6,9,2,4,0,0,0,0.4183673469387755,0.613265306122449,57,0.8769230769230769,1,Weekly team sync notes Your chance to have perfect intimate life. Dear d2ae6db9680acffb73fb0b0daff90
124,11,4.330645161290323,19,10,4,3,8,3,0,1,0.19999999999999998,0.8269841269841269,78,0.6290322580645161,0,"URGENT: Your account will be suspended Re: [Python-Dev] test_support.have_unicode On Tue, Mar 18, 20"
1093,45,5.5032021957914,367,88,55,3,148,2,26,8,-0.12465728715728722,0.2920815295815297,157,0.14364135407136322,0,Event recap and photos sa-update errors Hi all new to the forum. Question I recently tried to do an 
64,6,4.609375,11,6,8,3,6,1,0,1,0.37037037037037035,0.5657407407407408,54,0.84375,1,Your report is ready make your intimate life more pleasant Dear 2eebb1399d45e6cc211948b6e47a0c5c Sum
67,6,4.6716417910447765,14,6,5,3,5,0,1,0,0.4333333333333334,0.4866666666666667,59,0.8805970149253731,1,Your receipt from HomeDepot Dont let failures in bed be your nightmares anymore. Dear 2eebb1399d45e6
27,2,5.37037037037037,9,2,2,0,6,1,2,0,0.4,0.8,26,0.9629629629629629,1,Weekly team sync notes Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 ou
404,69,6.185643564356436,93,28,18,7,66,12,14,3,-0.03399621212121212,0.49327651515151516,242,0.599009900990099,0,New features available From razor-users-admin@lists.sourceforge.net Mon Aug 26 15:16:58 2002 Return-
2081,125,4.999519461797213,514,202,98,11,188,1,4,0,0.2854838709677419,0.782258064516129,200,0.09610764055742431,0,Your Citibank account has been compromised Re: Smoke [5.10.0] 32308 FAIL(F) freebsd 6.0-STABLE (i386
15,1,3.6,3,3,1,0,0,0,0,0,0.5,0.5,15,1.0,0,Your package cannot be delivered Ok... Let u noe when i leave my house.
1468,113,5.325613079019074,278,219,43,8,252,69,39,14,-0.1142857142857143,0.6,628,0.42779291553133514,0,Reminder: Appointment on Friday conference on italian / german legal language convegno / tagung ling
19,3,4.105263157894737,4,3,0,0,5,0,1,1,0.0,0.0,15,0.7894736842105263,0,"Project update for Phoenix hpl noms for june 06 , 2000 ( see attached file : hplo 606 . xls ) - hplo"
180,10,5.183333333333334,29,10,10,4,16,3,1,0,0.09510489510489512,0.24842657342657348,129,0.7166666666666667,0,"Final notice: Your account will be closed Steve Maharey Address to staff Good morning all, This a re"
57,8,4.947368421052632,14,9,2,1,4,1,0,0,-0.012499999999999997,0.5750000000000001,50,0.8771929824561403,0,Calendar invite for ReviewMeeting Re: [PATCH] Fix overloading for 64-bit ints (revised) On Oct 19 20
1406,202,4.16927453769559,312,171,98,64,124,4,3,1,0.2701208047220979,0.5145389029871785,522,0.3712660028449502,1,Job application received just released ! cd vol . 4a online business got you . . . . frustrated ? ha
72,12,5.388888888888889,15,13,3,4,1,0,1,0,0.1,0.5,44,0.6111111111111112,1,Your payment has failed - update now Submit your payment information. ------------------------------
460,18,5.158695652173913,90,39,20,14,56,13,10,2,0.17478787878787883,0.48435642135642143,264,0.5739130434782609,0,Invoice #915409 - Payment required From rpm-list-admin@freshrpms.net Sat Oct 5 10:35:21 2002 Return-
385,21,4.638961038961039,67,38,27,25,25,8,8,4,0.07100614439324118,0.4401305683563749,229,0.5948051948051948,0,Click here to verify your information Re: [Python-Dev] Encoding detection in the standard library? O
431,26,3.8143851508120648,70,44,8,7,59,30,5,3,0.00523809523809524,0.42428571428571427,181,0.419953596287703,0,You won $25000! fw : d & b service can you give david a call ? - - - - - original message - - - - - 
37,7,5.405405405405405,10,3,2,1,3,1,0,1,0.12277777777777778,0.45222222222222225,29,0.7837837837837838,1,"System maintenance scheduled replica Watches! rolex, patek philippe, vacheron ... These original wat"
206,11,3.9563106796116503,26,34,9,11,15,3,6,1,0.2951058201058201,0.5384920634920635,126,0.6116504854368932,0,"Password changed successfully Re: Configuration query On Monday, February 11, 2008 at 22:21 CET, bil"
29,1,4.862068965517241,7,4,2,0,1,0,0,1,0.3833333333333333,0.8333333333333334,26,0.896551724137931,1,Netflix: Update your billing information Satisfy your partner every night You can imagine how easy i
36,6,6.694444444444445,5,2,5,5,7,2,4,1,0.63125,0.68125,30,0.8333333333333334,1,Password changed successfully The best friend for ladies. Handbags from Gucci. Prestige replicas Mos
40,2,6.075,12,5,10,2,3,0,3,0,0.65625,0.975,37,0.925,1,Claim your prize now Unique men's health shop Patients can access our chemist via the Internet 24/7 
106,7,4.679245283018868,17,12,3,3,16,1,5,3,0.18999999999999997,0.25000000000000006,69,0.6509433962264151,1,Your receipt from HomeDepot CNN Alerts: My Custom Alert CNN Alerts: My Custom Alert Alert Name: My C
46,5,4.434782608695652,11,9,2,3,3,0,0,1,0.5,0.8,35,0.7608695652173914,1,Your password will expire in 24 hours rolex watches Therefore you can get watches of different brand
58,5,4.793103448275862,13,5,4,4,4,2,1,0,-0.05,0.825,45,0.7758620689655172,0,Delivery scheduled for Wednesday Re: [Python-3000] Types and classes Terry Reedy wrote: > As in > >>
